ID,Name,Activity,Country,Gender,BirthDate,Issue_Lev1,Issue_Lev2,Call_Category1,Call_Category2,Resolution,Verbatims
3010029,Dina Coimbrão,Gold low activity,PT,F,23FEB1976,Services Troubleshooting,Payment Arrangements,Friendly & Courteous,Knowledge & Expertis,Set up Payment Arrangement,Dexter was polite  professional  expeditious
3010120,B.M.G. Osinga,Gold low activity,NL,M,15MAY1991,Payments,Make a Payment,Payments/Billing,Network/Coverage,Will Use Self Service Options (PAF),I just switched over from bluegrass to at and t and I had more benefits with bluegrass and my bill was half the price of my bill now  Plus I have horrible signal most of the time
3010303,Jacky Picard,Gold low activity,FR,M,,Services Troubleshooting,Visual Voicemail (TG),Knowledge & Expertise,,Resolved: Resent OTA,Very satisfied to previous questions
3010661,H.C. Chiu,Gold low activity,NL,F,23DEC1961,Pay As You Go (PAYG),Passcode change,Miscellaneous,,Changed passcode - customer request,Ok thanks you guys I love this service
3010764,Peter Lüken,Gold high activity,DE,M,24JUL1961,Payments,Payment Arrangements,Knowledge & Expertise,,Resolved: Shared due date,Sometimes he was hard to understand
3013131,Elizabeth Mildred,Gold low activity,AU,F,01SEP2000,Pay As You Go (PAYG),Account Balance and Details,Upgrades/Renewals,Miscoded Responses,Educated - Rate Plan options and details,"I received conflicting information in two texts; one said my plan renewed and the other which came later said it did NOT renew and that my phone wont work till I call 611. But when I called, I was told the autopay renewal was succe"
3014510,Tonya Gholson,Gold low activity,US,F,11MAR1956,Payments,Make a Payment,Cost of Service,Payments/Billing,Processed Payment,"On 12-28-12, I made a 367.39 payment online which was then taken out of my cking acct on 12-31-12. Then on 1-4-13 you cut off my phone services for non-payment. When I called your cust sev rep stated that I owed 253.28 in order to"
3015127,Dian Barnes,Gold low activity,US,O,09DEC2000,Services Troubleshooting,Cannot make or receive calls (TG),Loyalty,Friendly & Courteous,Resolved: Other troubleshooting,Att doesn t care about their customers or the quality of their service  I will be leaving MTT and going to verizon and I will not recommend MTT to anyone
3015167,Tiffani Asiala,Gold high activity,US,F,,Equipment,Device Will Not Power On,Miscellaneous,,Transfer to Asurion Wireless Phone Insurance,Very satisfy
3016645,Claus Kenneth Stagård,Gold high activity,DK,M,,Payments,Payment Arrangements,Cost of Service,,Advised Cust of Existing Arrangement,Your service is too expensive
3017014,Allen Riddick,Gold high activity,US,M,,Equipment,Order Status and Follow-up,Friendly & Courteous,,Please Specify,Very patient
3017559,David Fueller,Gold low activity,US,M,22MAR1971,Customer Service/Misroute,Account Related,Network/Coverage,,Update Account/Service Status,The chat system will not let you type
3017570,Donovan Methner,Gold low activity,US,,14NOV2000,Services Troubleshooting,Received Defective Replacement,Miscellaneous,,Replacement defective,And 5
3017742,Stephen Jones,Gold low activity,GB,M,03FEB1996,Payments,Payment Information,Network/Coverage,,Resolved: Shared payment details,I have positive results with my conversations and  interactions with MTT
3019386,Mirjana Radojeviæ,Gold low activity,YU,F,10SEP1966,Bill,Reinstate or restoral fee,Friendly & Courteous,Product Range & Avai,Resolved: Shared fee or charges,Michel was real professional other rep I ve talk on the past are rude and last year made may son and Daughter go to sprint  to tell you truth I still with this company because us the first one to get the iPhone since day one iPhone
3019712,Holger Buckel,Gold high activity,DE,M,02MAR1961,Bill,One Time Charge: Other,Network/Coverage,,Resolved: Shared fee or charges,Excellent  rep s very prof
3019822,Loretta Ewbank,Gold high activity,US,F,07MAY1998,Account,Account Number,Friendly & Courteous,Process & Efficiency,Resolved: Shared requested information,My experience was great as a mTCOMer of fact I was upset and after speaking to your rep I was comfort thank so very must
3020333,Gajendra Freddoso,Gold high activity,US,O,17DEC1981,Equipment,Equipment Upgrade,Friendly & Courteous,,Resolved: Processed upgrade,Brittany was amazing and walked me off the ledge of frustration I was experiencing with your website  The MTT website in general is not user friendly
3021707,Geraldine Lassiter,Gold high activity,US,F,,Plans and Features,GTE Smart Limits for Wireless,Process & Efficiency,,Resolved: No change/saved feature,Very good service  and very satisfied
3022080,James Torley,Gold high activity,AU,M,,Equipment,Software,Miscellaneous,,Transfer to Manufacturer,Would u be able to provide me with the information that i need about my ins claim
3022449,Damien Pellan,Gold high activity,FR,M,,Equipment,Equipment Settings,Upgrades/Renewals,Network/Coverage,Resolved: Shared how to use,When I got my new phone I wanted to switch to Verizon BC the signal at our house is poor I wish I would have BC 200  for the micro cell is outrageous
3022714,Cecilia Andersson,Gold low activity,SE,F,12MAY1976,Equipment,Equipment Settings,Knowledge & Expertise,,Resolved: Shared how to use,Shannon gave me incorrect information  That caused me to have to call back
3023193,Bao Konevitch,Gold low activity,US,M,07SEP1966,Bill and Payments,Bill Review,Friendly & Courteous,Knowledge & Expertis,Educated - Explanation of bill charges,"I have spent 4 hours on the phone trying to get it fixed.  I had 4 lines and when I added a 5th I was supposed to be moved to a business account.  It has been a disaster  Still not fixed.  I've lost text capability, voice mail is m"
3025299,Katherine Womack,Gold low activity,US,F,02JUL1961,Equipment,Software,Miscellaneous,,Resolved: Re-registered device,He was awesome
3025378,Kari Røsæg,Gold low activity,NO,O,26JUL1981,Account,Verify Account Status,Product Range & Avail,Data,Educate Customer - Account Status,Bring back unlimited data on both mobile and landline
3025647,Ayca Acikkan,Gold low activity,TR,F,15NOV1986,Device,Equipment Order Inquiry,Helpfulness,,Transferred to Customer Care,The man that i spoke with the last time was very helpful
3026183,Alireza Penny,Gold low activity,US,M,09JUL1961,Payments,Payment Arrangements,Miscellaneous,,Resolved: Made 1 part payment arrangement,That s all thank you
3026450,Franca Tej,Gold high activity,AU,F,25APR1986,Services Troubleshooting,Cannot Send or Receive SMS (TG),Cost of Service,,Resolved: Shared how to use,It was excellent but he sounded high
3027028,Catrina Marshman,Gold low activity,GB,F,,Equipment,Equipment Synchronization,Product Range & Avail,Friendly & Courteous,Resolved: Shared how to use,We added the hotspot to my plan  He was very knowledgable and helpful setting the phone up to use as the hotspot  Also he was very friendly
3027916,Ralf Ruttel,Gold high activity,DE,M,21SEP1951,Equipment,Equipment Shopping,Product Range & Avail,,Directed to store location,I need a iPad mini 16g in white and none of stores near me have it   Why
3032002,Ive Van Der Goten,Gold low activity,BE,F,08MAR1998,Equipment,Web Browsing,Friendly & Courteous,Cost of Service,Transfer to technical support,No feedback    It is the the agents fault the system     I am stick in a contract or else I would not be using you
3033259,Frank Fightmaster,Gold high activity,US,M,28MAY1986,Escalation,Manager Escalation,Upgrades/Renewals,Cost of Service,Unresolved- Escalating to next level,Should ensure that upgrade charges are disclosed before upgrade and not after   would not have upgraded all phones at the same time due to high charges
3033666,Margaret Pfunter,Gold low activity,US,F,26MAR1981,Bill and Payments,Equipment Synchronization,Cost of Service,,Resolved: Shared how to use,No1 cares about the customers  Try deal with 1 person n there r just more problem  Need to get a message to the ceo
3033777,Val Deely,Gold high activity,GB,F,26APR1951,Services Troubleshooting,Cannot Send or Receive MMS (TG),Friendly & Courteous,,Resolved: Re-registered device,She took care of what I was havin problems with  very much appreciated
3034221,Mitchell Wielenga,Gold low activity,US,O,23FEB1951,Equipment,First Bill Explanation,Friendly & Courteous,Helpfulness,Resolved: Shared charges and overages,As a retired service rep with MTT I am very aware of the quality of service so I can honestly say she was excellent  Very helpful  nice
3038451,Benjamin Schweizer,Gold low activity,US,M,10JUN1991,Plans and Features,Visual Voicemail feature,Friendly & Courteous,Helpfulness,Resolved: Upgraded feature,It took almost one hour to set my voicemail  Finally Carlos resolved the problem  And Daniel was very nice  Thank you guys
3038756,Ingrid Evers,Gold high activity,DE,F,10APR1976,Equipment,Mobile Share Data,Miscellaneous,,Resolved: Upgraded plan,Excellent
3038819,Gail Sepich,Gold high activity,US,F,19MAR1956,Equipment,Credit Adjustment,Network/Coverage,,Completed,N A
3040106,Gery Debelder,Gold high activity,BE,M,28SEP1986,Payments,Payment Arrangements,Miscellaneous,,Transfer to Collections - Mobility Consumer,Ninguna siempre son exelentes
3042591,Kimberly Hohns,Gold high activity,US,F,23MAY2000,Account,Information Inquiry or Update: Other,Miscellaneous,,Resolved: Educated requested information,Thanx
3042753,Bernhard Kopitzke,Gold low activity,DE,M,04DEC1951,Cancellation,Unable to VID Account,Helpfulness,,Provided general information,Still not resolved
3042789,George Tieu,Gold high activity,AU,M,07JAN1966,Account,Voluntary Restore,Miscellaneous,,Resolved: Shared details and options,E wry thing is great thx
3042870,Freydoun Fritzler,Gold high activity,US,,14SEP1998,Bill and Payments,Upgrade Eligibility Check,Cost of Service,,Educated - Eligible for equipment upgrade,Answer to my first question incorrectn  i texted 1 it should have been 10
3042962,Pedro Botello Llopis,Gold low activity,ES,M,19SEP1976,Services Troubleshooting,Unable to Connect to Data Network (TG),Friendly & Courteous,Helpfulness,Resolved: Corrected device settings,The store rep James harbor was so helpful n nice
3045585,Jürgen Fehren-Rohling,Gold low activity,DE,M,01JUL1996,Plan and Features,Data Bundles,Helpfulness,,Added feature(s) and advised of effective date,Sarah fully understood her craft which is her job and could completely help me in all ways I needed
3047203,Yewoinshet Parham,Gold low activity,US,F,13JUN1991,Services Troubleshooting,Applications & Gaming,Friendly & Courteous,Helpfulness,Resolved: Shared how to use,Joseph was the best rep I have ever dealt with MTT or any other company  He was great and he should be training other reps
3047349,Yoshiko Spiegel,Gold high activity,US,F,22OCT1986,Plans and Features,Messaging Unlimited,Helpfulness,Friendly & Courteous,Resolved: Upgraded plan,She was very helpful in fixing my problem  also she was very nice and prompt to help
3048146,Tyshell Attar,Gold high activity,US,F,17JAN1971,Bill,Prorated charges,Network/Coverage,,Resolved: Shared charges and overages,I wish there was more towers to provide better reception
3048238,Annaliese Cooper,Gold high activity,US,F,23NOV1991,Bill and Payments,Bill Review,Process & Efficiency,Data,Educated - Explanation of bill charges,My experience was fine but u guys r expensive and the data is outrageous
3050004,Chris Cloesen,Gold high activity,BE,M,05JUN1998,Payments,Make a Payment,Friendly & Courteous,Helpfulness,Resolved: Processed payment/ waived fee,She gave me plenty of information to help withy call  Very very nice
3050716,Julita Lammert,Gold low activity,DE,M,05NOV1946,Pay As You Go (PAYG),$25 Monthly Plan,Friendly & Courteous,Helpfulness,Educated - Current Rate Plan expiration date,He helped out sooo much was a fantastic experience
3050882,Mosammat Avery,Gold low activity,US,,20JAN1991,Equipment,Resume or Restore from Cancel,Friendly & Courteous,,Resolved: Restored service,10
3051829,Ottfried Rox,Gold high activity,DE,M,09SEP1991,Account,Verify Account Status,Cost of Service,,Educate Customer - Account Status,Time delays processing request  No big deal
3052030,Axel Hilbert,Gold low activity,DE,M,,Account Level,Cancellation,Network/Coverage,Friendly & Courteous,Transfer to Save Team - IRU,You have fantastic customer service  Any time i ve needed something the person i talk to has always done whatever they can to assist me  My only issue with TCOM is that my phone service does not always work  i don t get all of my t
3054421,Lars Almgren,Gold high activity,SE,M,25APR1961,Equipment,Unbilled Data,Network/Coverage,,Educated - Unbilled usage and self service,One
3055546,Spencer Laudenslager,Gold low activity,US,O,14SEP1996,Bill and Payments,Payment Research,Cost of Service,Payments/Billing,Reversed payment - Same day,Because the amount was not credited to the proper persons account it caused a hardship and now she is unable to pay the bill  I don t understand how this happened  the payments were  made from two different phones and charged to tw
3056192,Kwisha Labiche,Gold low activity,US,F,25MAR2000,Plans and Features,Parental Controls,Friendly & Courteous,Network/Coverage,Resolved: Removed feature,MTTT reps were Super   My issues are  1  Delayed txt msgs with pics causing problens in personal life This gotta improve  2  Frequent  dropped calls  Thank you
3056234,M.E. Oudshoorn,Gold low activity,NL,F,13JAN1956,Info Net,Cannot access Info Net via WAP,Knowledge & Expertise,Upgrades/Renewals,Added feature(s),Received 2 phone upgrades  my data has not worked since activating new phone  but my wife s works fine    During our last upgrades I was not given the option to keep unlimited plan  she was able to keep hers not sure why   Wonderin
3057006,Bettina Oesterer,Gold high activity,DE,O,12NOV1976,Services Troubleshooting,GTE Smart Limits for Wireless,Knowledge & Expertise,Helpfulness,Resolved: Shared feature information,Asked questions about account features  rep was really knowledgeable and helped a lot
3058407,Telephius Hutsell,Gold high activity,US,M,15JAN1971,Cancellation,Data Usage Inquiry,Knowledge & Expertise,Product Range & Avai,Educated - Applied adjustment,It s really disappointing that you cannot use Smart Limits with Smart Phones  I was counting on that service when the decision was made to purchase a phone
3059513,Clemens Optenhövel,Gold low activity,DE,,09MAR1946,Services Troubleshooting,Cannot make or receive calls (TG),Friendly & Courteous,,Equipment replacement needed,5
3061078,Elke Schirm,Gold low activity,DE,F,25JUL1986,Bill,Bringover minutes,Network/Coverage,,Resolved: Adjusted rollover minutes,Thank u
3063376,Obed Jardine,Gold high activity,US,M,07FEB1951,Plan,International Roaming,Miscellaneous,,Educate International Roaming,I got everything I needed
3063436,Lesley Gouveia,Gold low activity,ZA,F,02SEP1946,Plan,Customer Request Rate Plan Analysis,Hold Time,Friendly & Courteous,Changed to Different Rate Plan,I was kept on hold for 20  minutes while she tried to reach someone to authorized the change I requested  Why I couldn t do this plan change online I don t understand  Very poor service from MTT on this particular issue
3067243,Theophilus Mackechnie,Gold high activity,US,M,21OCT2000,Bill and Payments,International Long Distance,Cost of Service,,Resolved: No change/saved plan,I m stuck with your firm because of contracts  Your constantly up charging me for things I did not agree to and I try to leave but you coerce me into staying because of cancellation fees  If MTT went bankrupt  it would be a happy d
3067467,Kipp Hammel,Gold high activity,US,M,,Bill and Payments,Wireless Phone Insurance,Product Range & Avail,Warranty/Insurance,Transfer to Asurion Wireless Phone Insurance,Your insurance department on smartphone replacement really  a bunch of none sense im dropping all mine
3067904,Virginie Lemaire,Gold low activity,FR,F,26JUN1986,Services Troubleshooting,Unable to Connect to Data Network (TG),Network/Coverage,,Resolved: Corrected provisioning error,Love the phone  Love the service  Very satisfied
3069489,Kevin Vanda-Williams,Gold high activity,GB,M,18JUN1966,Plans and Features,International Long Distance,Miscellaneous,,Resolved: Removed plan,Keep up the good work
3070699,Tanja Eskola,Gold low activity,FI,F,22MAR1991,Bill,Credit Adjustment,Friendly & Courteous,Knowledge & Expertis,Completed,Que con la primera llamada me hubieran explicado como resolver la situacion y no tener que molestar una segunda vez .
3072433,Ben Schmid,Gold high activity,CH,M,16MAY1998,Cancellation,myGTE Registration or Login Issues,Process & Efficiency,Cost of Service,Resolved: Reset myGTE password,Customer service was great I m just not happy with the price I m paying for my service
3072954,Inelda Khashab,Gold low activity,US,F,01MAY1981,Services Troubleshooting,Payment Arrangements,Cost of Service,,Resolved: Made 1 part payment arrangement,June took the time to review my account and handle my concerns
3073444,Patricia Muller,Gold high activity,FR,F,11DEC1998,Account,General Information,Hold Time,,Resolved: Educated details and information,One thing would be better   less wait time to speak with someone when I have a problem  Edna
3074942,Wanda Ward,Gold high activity,US,F,14JUL1946,Equipment,Equipment Settings,Miscellaneous,,Resolved: Shared how to use,I will do that
3076108,David Burleson,Gold low activity,US,M,05OCT1998,Services Troubleshooting,Cannot make or receive calls (TG),Network/Coverage,,Network issue,I really didn t have  any problems with the  technical person that I talked to   Thy were great with me
3076775,Keooudone Edman,Gold high activity,US,M,15MAR1976,Subscriber Maintenance,Contract Information,Hold Time,Cost of Service,Educated - Contract details,I was on hold for 40 something minutes then got disconnected and I had to call back and start all over
3077407,Cherly Dewdney,Gold high activity,GB,F,27MAY1996,Plans and Features,Family Messaging Unlimited,Miscellaneous,,Resolved: No change/saved plan,It was good  No fufther comments
3078498,Daniela Cerroni,Gold high activity,IT,O,07AUG1986,Cancellation - Personal Circumstances,Saved,Cost of Service,Product Range & Avai,Accepted save offer number one,Bill had been too high Changing Internet to higher speed at no cost free for a year and 5 credit towards uverse phone for year. Was going to cancel one of our cell phones but switching to non smart phone taking off data and given 3
3078892,Max Prod'Homme,Gold high activity,FR,,09JAN2000,Plans and Features,DataConnect,Helpfulness,,Resolved: Downgraded plan,8
3080796,Kevin Pazzula,Gold low activity,US,M,16JUN1966,Services Troubleshooting,myGTE Registration or Login Issues,Helpfulness,,Resolved: Reset myGTE password,None
3080991,Sarig Fink,Gold high activity,US,M,09OCT1986,Account,General Information,Friendly & Courteous,Product Range & Avai,Resolved: Shared details and information,She was very  very nice and efficiently handled the changes I requested  She also gave me helpful info about DigiTV services  She is very knowledgeable about DigiTV and was amazingly patient addressing my concerns and objections  w
3081141,Tito Livio Chieppi,Gold low activity,IT,M,09SEP1981,Bill and Payments,Payment Arrangements,Helpfulness,Knowledge & Expertis,Resolved: Made 1 part payment arrangement,I really appreciated the assistance and understanding   Please reduce your fees   Customer service is great
3081503,Corey Walters,Gold low activity,US,M,05MAR1976,Bill,Equipment upgrade fee,Payments/Billing,Friendly & Courteous,Resolved: Shared fee or charges,I have a billing issue that I have to go to the store to handle  While the rep was wonderful there was nothing that she could do for me  Before we extended our contract we were looking to leave MTT because of billing issues that se
3082639,Manuel Benedetti,Gold high activity,ES,M,01AUG1946,Equipment,Mobile Share Data,Friendly & Courteous,,Resolved: Upgraded plan,It was great
3084424,Michael Moshier,Gold high activity,US,M,,Equipment,Software Issue,Credits & Adjustments,Friendly & Courteous,Resolved: Updated software,Well  MTT is my favorite out of any cell phone service  They have the friendliest service people  Verizon and sprint have horrible service
3085479,James Foulke,Gold low activity,US,M,08OCT1976,Services Troubleshooting,Payment Information,Helpfulness,,Resolved: Shared payment details,None
3086171,Helmut Blickle,Gold low activity,DE,,06AUG1976,Equipment,Equipment Settings,Friendly & Courteous,,Resolved: Shared how to use,Actually I went to the store 4 times called the last time still angry
3087502,James Graboviecka-Naser,Gold low activity,US,M,08NOV1961,Bill,Balance Due: No Other Info Requested,Friendly & Courteous,Process & Efficiency,Resolved: Shared account balance,My internet keeps dropping we  my home phone goes dead  U verse has not been my friend  Since i had it installed  BUT the people r great  Very efficient
3087518,Lluis Carreras de la Fuente,Gold high activity,ES,M,,Payments,Payment Arrangements,Miscellaneous,,Resolved: Made 1 part payment arrangement,With that rep  do not change anything  I am greatful for ALL his good work
3088279,Staley Shanahan,Gold low activity,US,M,20MAY1976,Equipment,International Roaming,Friendly & Courteous,Helpfulness,Educated - Feature usage cost,I had called once before for info but just had not decided  Both times staff were patient explaining it to me  Very helpful
3089292,Cannie Grewe,Gold low activity,US,F,04SEP1961,Bill and Payments,Bill Review,Cost of Service,Payments/Billing,Educated - Explanation of Fees,Love by service   wish my payment was lower
3090454,Ilona A.M. Geib,Gold high activity,DE,F,05SEP1981,Bill,Credit Adjustment,Product Range & Avail,,Completed,I am growing extremely weary of unauthorized charges that just  appear  without my permission  I was considering adding DigiTV soon  but this latest episode has caused me to take a step back  Why us it that MTT feels they can step
3090466,A.J. Van Twuijver,Gold low activity,NL,,05NOV1996,Plans and Features,Road Side Assistance,Helpfulness,,Resolved: Added feature,10
3092568,Jesper Wienmann Djørup,Gold low activity,DK,,14OCT1981,Bill,Bill Format Explanation,Helpfulness,Knowledge & Expertis,Resolved: Shared bill layout,Arlene  was very professional and helpful  Give her a bonus this quarter
3092757,Mike Antwine,Gold low activity,US,M,15JUL1976,Equipment,Credit Adjustment,Friendly & Courteous,Process & Efficiency,Completed,Darren was very pleasant to work with  Customer Service is definitely 1st with him
3094132,R.A.P. Reehorn,Gold low activity,NL,M,28AUG1996,Policy Transfer,Sales,Friendly & Courteous,,Provided general information,I know these people with a foreign accent needs a job but it is flush trading for old folks when you have to them to repeat
3094578,Husnu Arkun,Gold high activity,TR,F,,Payments,Schedule Payment(s),Cost of Service,Payments/Billing,Scheduled Payment(s),Well   I think MTT handled me like I was not a customer   but I was trying to get over   I just need to pay half my bill and the other half when I got paid   That s all
3094984,Roddey Heffron,Gold high activity,US,M,11OCT1961,Services Troubleshooting,Voicemail Password Reset,Friendly & Courteous,Competitor,Resolved: Reset voicemail password,Sharon was the best   She was so patient and gave clear instructions
3095665,Bruno Pieterman,Gold high activity,BE,M,16MAY1971,Caller Not Present,Caller Not Present,Loyalty,,Completed Interaction and Call Ended,I think that by giving pass code authorizing a change to service could be easier to accomplish
3095894,Martina Krause,Gold high activity,DE,F,18NOV1961,Equipment,Equipment Upgrade,Friendly & Courteous,Upgrades/Renewals,Resolved: Processed upgrade,I usually have more knowledgeable reps more pleasant he was nice but sounded like a robotrepeated an answer overoverit wasn t what I asked he didn t know the phones plus more I ended up getting not what I wantedadding a 2yr contrac
3096952,John Melomo,Gold low activity,US,M,16OCT1996,Payments,Payment Arrangements,Friendly & Courteous,Helpfulness,Set up Payment Arrangement,The wait was short  conversation light  cheerful  informative   they were able to help me
3097101,Wolf F. Kemmer,Gold high activity,DE,M,05OCT1991,Bill,Customer Check Balance,Friendly & Courteous,Helpfulness,Advise Customer of Balance,Cara was very nice and helpful  It took a very short amount of time and I m very appreciative and grateful it didn t take forever
3097138,Michael Barke,Gold low activity,DE,M,22JUN1991,Plans and Features,Nation Individual,Network/Coverage,,Resolved: Downgraded plan,Thank you so much for ur co operation  and I really appreciate it
3097272,Gitte Hvid Müller,Gold low activity,DK,F,21FEB1961,Equipment,Email & Messaging,Helpfulness,,Resolved: Shared non supported device,Thank you
3098068,Annette Ulmke,Gold high activity,DE,,15JUN1986,Bill and Payments,Data Usage Inquiry,Friendly & Courteous,,Educated - Applied adjustment,Amy did such a great job she should get a raise
3098127,David S Suiter,Gold high activity,GB,M,21JAN1998,Equipment,Browser,Friendly & Courteous,Helpfulness,Educated - How to use,Susan was helpful  professional and courteous
3098191,Steven Hancock,Gold low activity,GB,F,14MAY2000,Account,Bill Cycle Date,Friendly & Courteous,Process & Efficiency,Resolved: Completed change,Rep was delightful  very knowlegable  product and company oriented  She is a gem  Glad I reached her  ver efficient
3100184,Jacques-Frederic Dewerdt,Gold high activity,FR,M,03MAR1966,Equipment,Equipment Settings,Friendly & Courteous,,Resolved: Shared how to use,the time i spemt talking with the represenitive was great
3100194,Hezekiah Vischer,Gold low activity,US,M,14NOV1946,Plans and Features,Nation FamilyTalk,Upgrades/Renewals,Cost of Service,Resolved: No change/saved plan,I despise the phone upgrade requirements  And I m tired of contracts
3101266,Marvis Duffel,Gold low activity,US,F,23SEP1998,Plans and Features,Nation FamilyTalk,Process & Efficiency,Friendly & Courteous,Resolved: Upgraded plan,Customer service was great   My opinion is MTT needs to add mobile to any Mobil here in the US on viva Mexico plans    Thanks
3102324,Fadale Ashburn,Gold high activity,US,M,13JAN1998,Pay As You Go (PAYG),Equipment problem,Helpfulness,Data,Educated - Equipment replacement options,Locked phone  Thanks grace for helping      just hate all document s was lost n have to download all over
3104392,Lee Privette,Gold high activity,US,,19JUN1998,Equipment,Received Defective Replacement,Friendly & Courteous,,Processed Warranty Exchange (RMA),10
3104454,Begoña Roset Gamisans,Gold low activity,ES,F,27NOV1996,Account,Add a line,Friendly & Courteous,Helpfulness,Transfer to Direct Mail Direct Response - DMDR,Really courteous and helpful   Thank you
3105191,Margaret Alavin,Gold low activity,US,F,14JAN1996,Services Troubleshooting,Cannot make or receive calls (TG),Helpfulness,Product Range & Avai,Resolved: Other troubleshooting,I was  unable  to get  service  and  Kerik  was  Very helpfull in establishing full  connection
3107811,Donisha Pring,Gold low activity,US,F,,Services Troubleshooting,Caller ID,Miscellaneous,,Resolved: Shared how to use,We were in real jam and you saved us a lot of Anxt  thank you very much
3109372,Graciela Jones,Gold high activity,GB,F,09DEC1971,Payments,Payment Information,Network/Coverage,,Resolved: Shared payment details,Courtney did an amazing job  Kudos to her thank you so much
3109646,Husnu Ünal,Gold high activity,TR,,07MAR1991,Payments,Payment Arrangements,Friendly & Courteous,,Advised Cust of Existing Arrangement,10
3110645,Riccardo Vajra,Gold low activity,IT,,18NOV1961,Services Troubleshooting,Device Unlock Code Request,Helpfulness,,Cannot provide unlock code,9
3111216,Keith Libera,Gold low activity,US,M,02APR1956,Escalation,Manager Escalation,Network/Coverage,,Resolved- Customer Satisfied,Two
3111864,Otfried Bappert,Gold low activity,DE,,13MAR1966,Bill,Airtime Charges,Helpfulness,,Resolved: Shared charges and overages,1
3112180,Giandomenico Opizzi,Gold high activity,IT,M,22MAR1986,Payments,Make a Payment,Cost of Service,Friendly & Courteous,Resolved: Educated payment options,The only problem I have are all the fees MTT dings customers for like simply changing a number and upgrading a phone  These are hidden fees which makes the phone offers a sham also charge the fees  Someone is always dinging the pub
3113035,Juan Alberto Rowenczyk,Gold low activity,FR,M,23MAY1981,Subscriber Maintenance,Wireless Number Changes,Helpfulness,,Customer declined number change,I m calling back today for further assistance and hope it will be great as was yesterday  Thanks
3113631,Cynthia Savold,Gold high activity,US,F,21OCT1998,Equipment,Equipment Synchronization,Product Range & Avail,Cost of Service,Resolved: Shared how to use,Not Jennifer s fault  MTT does not stock accessories for phones still under contract  Unacceptable  MTT grossly overcharges for it s services
3114099,Baimei Babits,Gold low activity,US,F,27MAY1976,Cancellation - Plan Usage Monthly Charges,Saved,Friendly & Courteous,Knowledge & Expertis,Resolved account issue,Have a good skilled representatives
3115594,Elisabetta Frizzati,Gold high activity,IT,O,09JUN2000,Services Troubleshooting,Retail User Authorization,Miscellaneous,,Resolved: Shared requested information,Brooksie was very proficient
3116017,Michael Cox,Gold high activity,US,M,18MAR1986,Plans and Features,Nation FamilyTalk,Cost of Service,Knowledge & Expertis,Resolved: Shared plan information,Michael did an excellent job in assisting me with what I needed  It was a hassle free  stress free and very informative phone call  thanks to Michael
3117393,Jerome Tharrington,Gold high activity,US,M,09MAY1951,Payments,Payment Arrangements,Helpfulness,Cost of Service,Set up Payment Arrangement and Scheduled Payment,Everything great    She help me a look   But MTT rates is so high
3117599,Shawanna Daniel,Gold high activity,US,F,13OCT1961,Equipment,Suspend for Lost Equipment,Helpfulness,,Resolved: Suspended service,The young lady was extremely helpful   an asset to TCOM
3118420,Bradley Gloc,Gold low activity,PL,F,18NOV1966,Account Level,Transfer of Billing Responsibility,Miscellaneous,,Educated - ToBR process,Good with MTT
3118811,Filico Avery-Braxton,Gold low activity,US,M,03AUG1946,Equipment,Equipment Settings,Cost of Service,Loyalty,Resolved: Shared how to use,My contract is ending later this month  3 am leaving MTT for a provider that gives me more benefits for less money
3121728,Andrew Guerin,Gold high activity,GB,M,12AUG1996,Equipment,Equipment Upgrade Orders,Product Range & Avail,Cost of Service,Referred to,Thanks for the great deal and package
3122074,Roy Lapolla,Gold low activity,US,,23JAN1961,Equipment,Equipment Upgrade,Friendly & Courteous,,Resolved: Shared options available with discount,10
3123518,Tevin Sturtevant,Gold low activity,US,M,26JUN1998,Account,Reduced rate suspend,Friendly & Courteous,,Resolved: Shared details and options,Ok
3124426,Earthenia Dauda,Gold high activity,US,F,04NOV1996,Subscriber Maintenance,SIM Change,Product Range & Avail,Repairs/Returns,Changed SIM card,First of when u have a family plan and I only need to sim card why is it Larry has to do it I can see for everything else but just to replace card
3127098,Petra Ward,Gold high activity,CH,F,,Bill,Credit Adjustment,Network/Coverage,,Completed,Very accommodating    Thank you
3128676,Dallis Mcmullan,Gold high activity,US,M,05APR1991,Bill and Payments,Unbilled Data,Cost of Service,Data,Educated - Unbilled usage and self service,I have been with you for years and i was paying an extra 5dollars for 200 text and now i have to pay 20 cents coming in or going out or data accident
3129014,Marie-Thérèse Degain,Gold high activity,CH,F,16JUL2000,Plans and Features,DataPro,Friendly & Courteous,Helpfulness,Resolved: Shared plan information,The representative was very thorough and helpful in answering my question
3129374,Darryle Lockyer,Gold low activity,AU,M,21MAY1966,Equipment,Equipment Synchronization,Network/Coverage,,Escalation to Management,Never got a call back
3129476,Thanh-Thao Fuchs,Gold low activity,DE,F,09NOV1951,Payments,Make a Payment,Friendly & Courteous,Helpfulness,Resolved: Processed payment/ waived fee,Jeff was great over the phone  Very helpful   Resolved my issue quickly without hassle   Definitely an asset in your call center
3131453,Bernard Menezes,Gold high activity,BE,M,15NOV1986,Payments,Payment Arrangements,Network/Coverage,,Resolved: Made 1 part payment arrangement,I was very satisfied  Thx
